task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/409,"def min_product_tuple(tuples):
    # Initialize the minimum product to a large number
    min_product = float('inf')
    
    # Iterate over all pairs of tuples
    for i in range(len(tuples)):
        for j in range(i + 1, len(tuples)):
            # Calculate the product of the two tuples
            product = tuple(a * b for a, b in zip(tuples[i], tuples[j]))
            # Update the minimum product if the current product is smaller
            if product < min_product:
                min_product = product
    
    return min_product",fail,fail,"[[[[2, 7], [2, 6], [1, 8], [4, 9]]]]","[[[[1000000, 2000000], [5000000, 3000000], [4000000, 6000000]]]]","
def min_product_tuple(list1):
    return min(x * y for x, y in list1)
","""""""
Write a function to find the minimum product from the pairs of tuples within a given list.
assert min_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==8
""""""
",min_product_tuple
Mbpp/299,"def max_aggregate(tuples):
    # Initialize the maximum aggregate to a very low value
    max_aggregate_value = float('-inf')
    
    # Iterate through each tuple in the list
    for tup in tuples:
        # Extract the first element (name) and the second element (score)
        name, score = tup
        
        # Update the maximum aggregate if the current score is higher
        if score > max_aggregate_value:
            max_aggregate_value = score
            
    return max_aggregate_value",fail,fail,"[[[['Juan Whelan', 90], ['Sabah Colley', 88], ['Peter Nichols', 7], ['Juan Whelan', 122], ['Sabah Colley', 84]]]]","[[[['Alice', 80], ['Bob', 90], ['Charlie', 70], ['Alice', 60], ['Bob', 50], ['Charlie', 40]]]]","
from collections import defaultdict
def max_aggregate(stdata):
    temp = defaultdict(int)
    for name, marks in stdata:
        temp[name] += marks
    return max(temp.items(), key=lambda x: x[1])
","""""""
Write a function to calculate the maximum aggregate from the list of tuples.
assert max_aggregate([('Juan Whelan',90),('Sabah Colley',88),('Peter Nichols',7),('Juan Whelan',122),('Sabah Colley',84)])==('Juan Whelan', 212)
""""""
",max_aggregate
Mbpp/274,"def even_binomial_Coeff_Sum(n):
    """"""
    Calculate the sum of even index binomial coefficients for a given positive integer n.
    
    Args:
        n (int): A positive integer.
        
    Returns:
        int: The sum of even index binomial coefficients.
    """"""
    # Calculate the sum of binomial coefficients at even indices
    sum_even = sum(binomial_coefficient(i, n // 2) for i in range(0, n, 2))
    return sum_even",fail,fail,[[4]],[[10]],"
import math  
def even_binomial_Coeff_Sum( n): 
    return 1 << (n - 1)
","""""""
Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.
assert even_binomial_Coeff_Sum(4) == 8
""""""
",even_binomial_Coeff_Sum
Mbpp/430,"import math
def parabola_directrix(a, b, c):
    """"""
    Calculate the directrix of a parabola given by the equation y = ax^2 + bx + c.
    
    Parameters:
    a (float): Coefficient of x^2
    b (float): Coefficient of x
    c (float): Constant term
    
    Returns:
    float: The directrix of the parabola
    """"""
    # Calculate the discriminant
    discriminant = b**2 - 4*a*c
    
    # Calculate the directrix
    if discriminant > 0:
        # Real and distinct roots
        root1 = (-b + math.sqrt(discriminant)) / (2 * a)
        root2 = (-b - math.sqrt(discriminant)) / (2 * a)
        directrix = root1 + (c / (2 * a))
    elif discriminant == 0:
        # Real and repeated roots
        root = -b / (2 * a)
        directrix = root + c / (2 * a)
    else:
        # Complex roots
        raise ValueError(""The parabola has complex roots and does not have a directrix."")
    
    return directrix",fail,fail,"[[5, 3, 2]]","[[0, 0, 0]]","
def parabola_directrix(a, b, c): 
  return ((int)(c - ((b * b) + 1) * 4 * a ))
","""""""
Write a function to find the directrix of a parabola.
assert parabola_directrix(5,3,2)==-198
""""""
",parabola_directrix
Mbpp/310,"def string_to_tuple(string):
    return tuple(string)",fail,fail,[['python 3.0']],[['hello   world']],"
def string_to_tuple(str1):
    result = tuple(x for x in str1 if not x.isspace()) 
    return result
","""""""
Write a function to convert a given string to a tuple of characters.
assert string_to_tuple(""python 3.0"")==('p', 'y', 't', 'h', 'o', 'n', '3', '.', '0')
""""""
",string_to_tuple
Mbpp/300,"import math
def count_binary_seq(n):
    # Base case: n = 0
    if n == 0:
        return 1
    
    # Total count for n = 0 is 2 (empty sequence)
    total_count = 2
    
    # Recursive case: sum of first n bits must equal sum of last n bits
    # For each bit (0 or 1) in the middle n-1 positions, there are 2 choices
    for middle_bit in (0, 1):
        count = 2 ** (n - 1)
        # Sum of first n bits equals sum of last n bits when the middle bit is 0
        if middle_bit == 0:
            total_count += count
        # Sum of first n bits equals sum of last n bits when the middle bit is 1
        else:
            total_count += count
    
    # Return the total count
    return total_count",fail,fail,[[1]],[[4]],"
def count_binary_seq(n): 
	nCr = 1
	res = 1
	for r in range(1, n + 1): 
		nCr = (nCr * (n + 1 - r)) / r 
		res += nCr * nCr 
	return res 
","""""""
Write a function to find the count of all binary sequences of length 2n such that sum of first n bits is same as sum of last n bits.
assert math.isclose(count_binary_seq(1), 2.0, rel_tol=0.001)
""""""
",count_binary_seq
Mbpp/294,"def find_max_value(lst):
    """"""
    Finds the maximum value in a given heterogeneous list.
    
    :param lst: A list containing various data types.
    :return: The maximum value in the list.
    """"""
    if not lst:
        return None
    
    max_val = max(lst)
    return max_val

# Test the function with the provided example
assert find_max_value(['Python', 3, 2, 4, 5, 'version']) == 5",fail,fail,[],[],"
def max_val(listval):
     max_val = max(i for i in listval if isinstance(i, int)) 
     return max_val
","""""""
Write a function to find the maximum value in a given heterogeneous list.
assert max_val(['Python', 3, 2, 4, 5, 'version'])==5
""""""
",max_val
Mbpp/305,"def start_with_p(word_list):
    """"""
    Returns two words from a list of words starting with the letter 'p'.
    
    :param word_list: List of words
    :return: Tuple of two words starting with 'p'
    """"""
    result = []
    for word in word_list:
        if word.startswith('p'):
            result.append(word)
    return result

# Test case
assert start_with_p([""Python PHP"", ""Java JavaScript"", ""c c++""]) == ('Python', 'PHP')",fail,fail,[],[],"
import re
def start_withp(words):
    for w in words:
        m = re.match(""(P\w+)\W(P\w+)"", w)
        if m:
            return m.groups()
","""""""
Write a function to return two words from a list of words starting with letter 'p'.
assert start_withp([""Python PHP"", ""Java JavaScript"", ""c c++""])==('Python', 'PHP')
""""""
",start_withp
Mbpp/283,"def validate(number):
    # Convert the number to a string to iterate over each digit
    digits = list(number)
    
    # Initialize a dictionary to store the frequency of each digit
    digit_freq = {}
    
    # Count the frequency of each digit
    for digit in digits:
        if digit in digit_freq:
            digit_freq[digit] += 1
        else:
            digit_freq[digit] = 1
    
    # Check if the frequency of each digit is less than or equal to the digit itself
    for freq in digit_freq.values():
        if freq > digit:
            return False
    
    return True",fail,fail,[[1234]],[[9]],"
def validate(n): 
    digits = [int(digit) for digit in str(n)]
    return all(digit >= digits.count(digit) for digit in digits)
","""""""
Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.
assert validate(1234) == True
""""""
",validate
Mbpp/432,"def median_trapezium(a, b, h):
    """"""
    Calculate the median length of a trapezium.

    Parameters:
    a (int): The length of the top base.
    b (int): The length of the bottom base.
    h (int): The height of the trapezium.

    Returns:
    int: The median length of the trapezium.
    """"""
    # Calculate the area of the trapezium
    area = (a + b) / 2 * h

    # Calculate the total perimeter
    perimeter = a + b + 2 * (h)

    # Calculate the median length
    # The median length is half of the perimeter
    median_length = perimeter / 2

    return median_length",fail,fail,"[[15, 25, 35]]","[[2.3, 4.7, 3.9]]","
def median_trapezium(base1,base2,height):
    return (base1 + base2) / 2
","""""""
Write a function to find the median length of a trapezium.
assert median_trapezium(15,25,35)==20
""""""
",median_trapezium
Mbpp/389,"def find_lucas(n):
    # Base cases
    if n == 0:
        return 0
    if n == 1:
        return 1
    
    # Initialize the first two Lucas numbers
    lucas = [0, 1]
    
    # Generate the Lucas sequence up to the nth term
    for i in range(2, n):
        lucas.append(lucas[i-1] + lucas[i-2])
    
    return lucas[n-1]",fail,fail,[[9]],[[15]],"
def find_lucas(n): 
	if (n == 0): 
		return 2
	if (n == 1): 
		return 1
	return find_lucas(n - 1) + find_lucas(n - 2) 
","""""""
Write a function to find the n'th lucas number.
assert find_lucas(9) == 76
""""""
",find_lucas
Mbpp/440,"def find_adverb_position(sentence):
    words = sentence.split()
    for i, word in enumerate(words):
        if word.endswith('ly'):
            return i, word, word
    return None, None, None",fail,fail,[['clearly!! we can see the sky']],[['heavily and quickly we ran down the steep hill']],"
import re
def find_adverb_position(text):
    for m in re.finditer(r""\w+ly"", text):
        return (m.start(), m.end(), m.group(0))
","""""""
Write a function to find the first adverb and their positions in a given sentence.
assert find_adverb_position(""clearly!! we can see the sky"")==(0, 7, 'clearly')
""""""
",find_adverb_position
Mbpp/457,"def find_min_sublist(lst):
    """"""
    Finds the sublist with the minimum length in the given list.
    
    Args:
        lst (list): A list of integers or any comparable elements.
        
    Returns:
        sublist (list): The sublist with the minimum length.
    """"""
    min_length = len(lst)
    min_sublist = []
    
    for i in range(len(lst)):
        for j in range(i + 1, len(lst) + 1):
            sublist = lst[i:j]
            if len(sublist) < min_length:
                min_length = len(sublist)
                min_sublist = sublist
    
    return min_sublist

# Test cases
assert find_min_sublist([1, 1, 2, 1, 2, 3]) == [1]
assert find_min_sublist([1, 2, 3]) == [1]
assert find_min_sublist([1, 1, 1, 1]) == [1]
assert find_min_sublist([]) == []",fail,fail,[],[],"
def Find_Min(lst): 
    return min(lst, key=len) 
","""""""
Write a python function to find the sublist having minimum length.
assert Find_Min([[1],[1,2],[1,2,3]]) == [1]
""""""
",Find_Min
Mbpp/560,"def union_elements(t1, t2):
    # Convert tuples to sets to easily find unique elements
    set1 = set(t1)
    set2 = set(t2)
    
    # Find the union of the two sets
    union_set = set1.union(set2)
    
    # Convert the union set back to a sorted list
    sorted_union = sorted(union_set)
    
    return sorted_union",fail,fail,"[[[3, 4, 5, 6], [5, 7, 4, 10]]]","[[[1, 1, 2, 3, 4], [2, 3, 3, 4, 5]]]","
def union_elements(test_tup1, test_tup2):
  return tuple(sorted(set(test_tup1 + test_tup2)))
","""""""
Write a function to find the union of the elements of two given tuples and output them in sorted order.
assert union_elements((3, 4, 5, 6),(5, 7, 4, 10) ) == (3, 4, 5, 6, 7, 10)
""""""
",union_elements
Mbpp/450,"def extract_string(string_list, size):
    """"""
    Extract specified size of strings from a given list of string values.

    :param string_list: List of strings.
    :param size: The number of strings to extract.
    :return: A list containing the specified number of strings from the input list.
    """"""
    return string_list[:size]",fail,fail,"[[['Python', 'list', 'exercises', 'practice', 'solution'], 8]]","[[['abcdef', 'xyz', 'pqr', 'lmnop', 'abcde'], 5]]","
def extract_string(str1, l):
    return [e for e in str1 if len(e) == l] 
","""""""
Write a function to extract specified size of strings from a given list of string values.
assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']
""""""
",extract_string
Mbpp/470,"def add_pairwise(tup):
    # Ensure the tuple has at least two elements
    if len(tup) < 2:
        raise ValueError(""Tuple must have at least two elements for pairwise addition."")
    
    # Perform pairwise addition of neighboring elements
    result = []
    for i in range(len(tup) - 1):
        result.append(tup[i] + tup[i + 1])
    
    return result",fail,fail,"[[[1, 5, 7, 8, 10]]]","[[[1, 2, -3, 4, 5]]]","
def add_pairwise(test_tup):
  return tuple(a + b for a, b in zip(test_tup, test_tup[1:]))
","""""""
Write a function to find the pairwise addition of the neighboring elements of the given tuple.
assert add_pairwise((1, 5, 7, 8, 10)) == (6, 12, 15, 18)
""""""
",add_pairwise
Mbpp/554,"def odd_numbers(numbers):
    """"""
    Returns a list containing only the odd integers from the input list.
    """"""
    return [num for num in numbers if num % 2 != 0]

# Test the function
assert odd_numbers([1, 2, 3, 4, 5, 6]) == [1, 3, 5]",fail,fail,[],[],"
def Split(l): 
    return list(filter(lambda x: x % 2 == 1, l))
","""""""
Write a python function which takes a list of integers and only returns the odd ones.
assert Split([1,2,3,4,5,6]) == [1,3,5]
""""""
",Split
